version,account-id,interface-id,srcaddr,dstaddr,srcport,dstport,protocol,packets,bytes,start,end,action,log-status,label
2,123456789012,eni-0af123456789abcde,10.0.116.120,192.168.215.98,9076,3306,6,47,43710,1767957780,1767957810,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.121.157,192.168.38.71,59900,22,6,9,12771,1767957840,1767957870,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.175.23,192.168.193.237,9945,443,6,39,9945,1767957900,1767957930,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.88.38,192.168.116.138,29955,363,6,104,9304,1767957960,1767957990,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.168.44,192.168.26.242,1923,443,6,30,6120,1767958020,1767958050,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.236.33,192.168.72.2,39106,5432,6,19,14782,1767958080,1767958110,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.161.84,192.168.194.67,32575,22,6,9,11313,1767958140,1767958170,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.128.29,192.168.237.9,38059,80,6,42,30198,1767958200,1767958230,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.102.216,192.168.20.206,29600,22,6,6,2214,1767958260,1767958290,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.216.190,192.168.15.97,15979,22,6,27,34938,1767958320,1767958350,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.172.241,192.168.65.113,58130,443,6,18,11502,1767958380,1767958410,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.223.205,192.168.80.149,48854,443,6,43,16899,1767958440,1767958470,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.154.236,192.168.13.23,38756,3306,6,12,10296,1767958500,1767958530,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.91.136,192.168.17.84,19084,22,6,24,9024,1767958560,1767958590,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.14.105,192.168.29.78,10973,3306,6,10,2620,1767958620,1767958650,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.54.22,192.168.30.141,51639,443,6,18,20250,1767958680,1767958710,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.191.241,192.168.223.136,20807,443,6,8,9384,1767958740,1767958770,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.162.159,192.168.167.134,57220,22,6,15,21630,1767958800,1767958830,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.133.132,192.168.18.82,55160,22,6,14,14574,1767958860,1767958890,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.86.47,192.168.91.167,26696,80,6,2,408,1767958920,1767958950,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.132.152,192.168.118.193,19917,443,6,20,2280,1767958980,1767959010,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.246.149,192.168.100.74,13011,5432,6,41,39114,1767959040,1767959070,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.92.136,192.168.4.147,6609,22,6,39,39273,1767959100,1767959130,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.0.49,192.168.96.1,40336,3306,6,7,8288,1767959160,1767959190,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.161.226,192.168.102.218,47040,3306,6,36,21096,1767959220,1767959250,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.28.221,192.168.93.51,63427,22,6,39,38766,1767959280,1767959310,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.141.109,192.168.218.78,29407,22,6,25,29150,1767959340,1767959370,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.67.155,192.168.120.132,60642,443,6,14,2814,1767959400,1767959430,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.146.92,192.168.33.51,60410,22,6,34,25126,1767959460,1767959490,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.29.44,192.168.154.241,4150,5432,6,45,19080,1767959520,1767959550,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.66.185,192.168.242.2,37698,22,6,24,2352,1767959580,1767959610,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.100.170,192.168.172.143,21539,3306,6,12,3564,1767959640,1767959670,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.68.239,192.168.156.233,22939,3306,6,40,30080,1767959700,1767959730,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.58.131,192.168.178.155,35462,22,6,31,38533,1767959760,1767959790,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.54.239,192.168.73.93,3611,22,6,4,792,1767959820,1767959850,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.164.221,192.168.247.73,22405,80,6,27,17847,1767959880,1767959910,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.54.12,192.168.205.101,5141,443,6,7,4865,1767959940,1767959970,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.83.151,192.168.137.147,36374,3306,6,17,2499,1767960000,1767960030,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.73.103,192.168.62.70,4622,22,6,1,4412,1767960060,1767960090,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.225.82,192.168.195.53,49122,441,6,347,7070,1767960120,1767960150,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.171.114,192.168.220.14,63485,443,6,42,37422,1767960180,1767960210,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.26.117,192.168.141.162,45770,5432,6,10,10580,1767960240,1767960270,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.56.184,192.168.66.44,19392,22,6,1,15557,1767960300,1767960330,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.28.165,192.168.10.15,59495,22,6,34,13702,1767960360,1767960390,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.173.39,192.168.169.104,12329,3306,6,42,2562,1767960420,1767960450,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.123.203,192.168.91.9,3866,80,6,12,864,1767960480,1767960510,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.227.73,192.168.138.241,19974,443,6,27,24057,1767960540,1767960570,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.116.135,192.168.231.119,22853,5432,6,30,20130,1767960600,1767960630,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.97.30,192.168.25.248,53784,80,6,17,3723,1767960660,1767960690,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.158.245,192.168.231.151,62840,80,6,17,13634,1767960720,1767960750,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.64.94,192.168.107.33,30028,443,6,30,40050,1767960780,1767960810,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.65.9,192.168.14.179,64242,3306,6,14,7294,1767960840,1767960870,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.15.93,192.168.11.19,9654,443,6,3,1710,1767960900,1767960930,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.72.225,192.168.234.159,20836,5432,6,34,16728,1767960960,1767960990,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.5.145,192.168.63.209,38099,80,6,40,12800,1767961020,1767961050,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.197.231,192.168.93.18,39405,443,6,22,26048,1767961080,1767961110,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.4.94,192.168.187.173,9106,443,6,15,8805,1767961140,1767961170,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.77.97,192.168.228.141,13158,5432,6,32,29248,1767961200,1767961230,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.207.232,192.168.3.170,6407,22,6,9,9558,1767961260,1767961290,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.27.171,192.168.101.125,43635,80,6,8,7200,1767961320,1767961350,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.180.227,192.168.146.190,65047,22,6,26,37492,1767961380,1767961410,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.250.69,192.168.70.69,19274,5432,6,41,55473,1767961440,1767961470,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.44.238,192.168.85.111,44161,5432,6,49,65121,1767961500,1767961530,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.77.216,192.168.184.180,62699,5432,6,14,1106,1767961560,1767961590,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.123.227,192.168.153.64,11799,80,6,44,62656,1767961620,1767961650,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.66.3,192.168.59.134,60800,443,6,23,8510,1767961680,1767961710,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.61.250,192.168.108.56,48461,443,6,40,13640,1767961740,1767961770,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.39.87,192.168.143.158,16340,80,6,47,50807,1767961800,1767961830,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.142.151,192.168.201.232,58436,22,6,1,45849,1767961860,1767961890,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.171.86,192.168.201.82,55561,3306,6,46,55200,1767961920,1767961950,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.95.21,192.168.207.18,38614,5432,6,43,4343,1767961980,1767962010,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.247.179,192.168.156.29,50142,3306,6,35,30660,1767962040,1767962070,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.81.63,192.168.116.14,33779,80,6,25,33175,1767962100,1767962130,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.164.108,192.168.77.157,45426,443,6,41,32144,1767962160,1767962190,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.36.42,192.168.146.253,4941,5432,6,5,2670,1767962220,1767962250,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.229.160,192.168.80.143,7775,5432,6,21,13860,1767962280,1767962310,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.174.167,192.168.44.38,14617,80,6,35,44905,1767962340,1767962370,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.248.239,192.168.185.73,46027,22,6,31,5704,1767962400,1767962430,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.141.139,192.168.102.60,48909,5432,6,11,13211,1767962460,1767962490,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.234.40,192.168.75.201,33905,3306,6,38,12046,1767962520,1767962550,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.32.118,192.168.164.228,9885,22,6,34,9452,1767962580,1767962610,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.213.59,192.168.154.168,34521,22,6,20,18760,1767962640,1767962670,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.33.201,192.168.141.11,2342,5432,6,5,6770,1767962700,1767962730,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.98.210,192.168.57.191,58953,3306,6,11,13640,1767962760,1767962790,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.91.121,192.168.210.5,9059,5432,6,23,2691,1767962820,1767962850,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.210.188,192.168.131.216,59328,80,6,30,6720,1767962880,1767962910,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.161.182,192.168.106.51,16848,5432,6,11,11682,1767962940,1767962970,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.199.222,192.168.114.3,57926,42246,6,50,8182628,1767963000,1767963030,ACCEPT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.163.203,192.168.21.42,56757,80,6,25,25075,1767963060,1767963090,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.196.82,192.168.131.167,32184,22,6,10,13500,1767963120,1767963150,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.165.20,192.168.189.190,27674,443,6,25,3875,1767963180,1767963210,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.183.158,192.168.187.171,6429,22,6,45,43470,1767963240,1767963270,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.31.128,192.168.2.39,23130,80,6,20,6440,1767963300,1767963330,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.143.213,192.168.25.24,18583,3306,6,19,26524,1767963360,1767963390,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.164.98,192.168.48.179,28063,3306,6,22,28666,1767963420,1767963450,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.255.36,192.168.235.101,30524,22,6,30,9090,1767963480,1767963510,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.250.171,192.168.178.25,13438,443,6,36,51876,1767963540,1767963570,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.216.106,192.168.206.85,65197,22,6,45,28935,1767963600,1767963630,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.239.233,192.168.118.227,28920,80,6,7,7441,1767963660,1767963690,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.3.237,192.168.255.32,30327,80,6,29,33727,1767963720,1767963750,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.50.230,192.168.60.9,25816,5432,6,40,27080,1767963780,1767963810,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.45.72,192.168.43.149,40360,5432,6,29,42862,1767963840,1767963870,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.44.179,192.168.143.169,1418,3306,6,23,15732,1767963900,1767963930,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.51.87,192.168.134.155,54231,22,6,5,5815,1767963960,1767963990,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.13.143,192.168.87.187,56023,5432,6,49,16072,1767964020,1767964050,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.218.150,192.168.151.14,53984,80,6,27,30078,1767964080,1767964110,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.46.9,192.168.34.205,41853,443,6,26,11258,1767964140,1767964170,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.1.110,192.168.213.193,40617,80,6,16,7520,1767964200,1767964230,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.27.51,192.168.86.219,6081,3306,6,20,9780,1767964260,1767964290,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.107.138,192.168.149.54,57384,22,6,49,57330,1767964320,1767964350,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.135.153,192.168.50.73,58783,22,6,1,47873,1767964380,1767964410,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.255.47,192.168.169.131,26814,3306,6,14,20356,1767964440,1767964470,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.91.70,192.168.187.118,43296,80,6,10,13140,1767964500,1767964530,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.197.63,192.168.98.139,25896,3306,6,14,13594,1767964560,1767964590,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.32.151,192.168.70.18,38476,47602,6,16,5267891,1767964620,1767964650,ACCEPT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.221.159,192.168.164.120,54127,3306,6,27,4131,1767964680,1767964710,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.2.60,192.168.4.140,64373,80,6,22,8800,1767964740,1767964770,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.150.23,192.168.50.163,56136,443,6,50,56400,1767964800,1767964830,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.70.218,192.168.226.75,27628,80,6,23,13616,1767964860,1767964890,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.159.130,192.168.245.150,37790,5432,6,3,2229,1767964920,1767964950,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.159.77,192.168.197.52,11058,5432,6,8,9712,1767964980,1767965010,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.51.96,192.168.102.131,56479,80,6,7,4697,1767965040,1767965070,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.79.48,192.168.10.153,32153,22,6,37,23273,1767965100,1767965130,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.208.142,192.168.56.107,18027,3306,6,23,27232,1767965160,1767965190,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.149.188,192.168.43.171,1907,3306,6,22,3168,1767965220,1767965250,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.84.163,192.168.153.171,6353,80,6,49,72422,1767965280,1767965310,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.195.175,192.168.8.212,32174,5432,6,7,1218,1767965340,1767965370,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.240.137,192.168.22.150,16424,44176,6,44,6607210,1767965400,1767965430,ACCEPT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.142.209,192.168.7.225,18033,22,6,47,30315,1767965460,1767965490,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.12.50,192.168.108.207,44161,22,6,8,5808,1767965520,1767965550,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.39.85,192.168.205.232,54186,5432,6,21,7161,1767965580,1767965610,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.52.254,192.168.196.252,22590,443,6,47,15275,1767965640,1767965670,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.69.24,192.168.98.11,38911,22,6,21,17199,1767965700,1767965730,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.252.88,192.168.54.88,47944,3306,6,50,49950,1767965760,1767965790,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.171.188,192.168.151.96,33399,5432,6,49,34202,1767965820,1767965850,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.206.126,192.168.162.104,35129,443,6,47,61617,1767965880,1767965910,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.25.208,192.168.79.125,39881,443,6,41,45182,1767965940,1767965970,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.149.143,192.168.136.58,11316,80,6,18,22158,1767966000,1767966030,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.197.88,192.168.49.23,65162,5432,6,22,26642,1767966060,1767966090,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.184.2,192.168.19.182,53786,5432,6,18,14130,1767966120,1767966150,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.131.67,192.168.111.43,32010,46866,6,29,9693146,1767966180,1767966210,ACCEPT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.8.159,192.168.50.106,10289,80,6,43,29584,1767966240,1767966270,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.226.201,192.168.0.44,42668,443,6,18,20592,1767966300,1767966330,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.139.202,192.168.214.6,38678,3306,6,34,46784,1767966360,1767966390,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.13.58,192.168.143.190,43763,5432,6,32,41888,1767966420,1767966450,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.54.11,192.168.241.169,19400,3306,6,14,10486,1767966480,1767966510,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.11.174,192.168.229.235,51061,22,6,1,56700,1767966540,1767966570,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.35.95,192.168.130.32,58046,22,6,13,4771,1767966600,1767966630,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.47.172,192.168.232.93,58920,174,6,494,18724,1767966660,1767966690,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.92.68,192.168.35.203,55799,22,6,30,37980,1767966720,1767966750,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.158.243,192.168.51.159,31041,443,6,9,5175,1767966780,1767966810,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.156.225,192.168.244.166,45992,22,6,10,13140,1767966840,1767966870,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.135.115,192.168.104.116,31679,443,6,43,34787,1767966900,1767966930,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.84.181,192.168.209.100,52562,443,6,19,17252,1767966960,1767966990,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.198.31,192.168.220.172,29204,5432,6,42,42672,1767967020,1767967050,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.42.120,192.168.47.225,51581,443,6,18,14076,1767967080,1767967110,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.219.226,192.168.74.208,43329,443,6,14,12418,1767967140,1767967170,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.29.167,192.168.69.47,23923,80,6,5,6630,1767967200,1767967230,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.252.169,192.168.60.210,35223,3306,6,9,11322,1767967260,1767967290,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.130.26,192.168.65.196,25800,80,6,9,5661,1767967320,1767967350,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.244.205,192.168.39.95,18783,3306,6,26,1560,1767967380,1767967410,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.144.201,192.168.84.149,19941,22,6,34,26486,1767967440,1767967470,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.252.225,192.168.165.218,51450,80,6,7,10017,1767967500,1767967530,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.142.235,192.168.20.173,2393,80,6,35,37345,1767967560,1767967590,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.220.76,192.168.142.2,23010,5432,6,3,2736,1767967620,1767967650,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.19.245,192.168.79.77,63763,5432,6,42,12558,1767967680,1767967710,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.64.210,192.168.10.174,2808,5432,6,4,1924,1767967740,1767967770,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.205.86,192.168.52.208,24101,80,6,25,31975,1767967800,1767967830,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.220.33,192.168.196.218,26280,3306,6,14,17696,1767967860,1767967890,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.118.77,192.168.128.169,28188,80,6,16,4944,1767967920,1767967950,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.4.187,192.168.200.239,43216,22,6,27,26649,1767967980,1767968010,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.56.86,192.168.127.182,63922,3306,6,29,2349,1767968040,1767968070,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.14.221,192.168.211.91,32938,22,6,31,13175,1767968100,1767968130,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.239.224,192.168.176.221,36901,5432,6,9,12339,1767968160,1767968190,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.107.28,192.168.87.209,20378,3306,6,49,17640,1767968220,1767968250,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.69.127,192.168.174.158,29952,80,6,39,19227,1767968280,1767968310,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.161.175,192.168.226.72,49906,443,6,19,1520,1767968340,1767968370,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.20.139,192.168.5.108,15280,5432,6,24,32664,1767968400,1767968430,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.48.203,192.168.157.55,53781,5432,6,12,13092,1767968460,1767968490,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.14.101,192.168.125.41,56292,22,6,27,3132,1767968520,1767968550,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.23.47,192.168.54.125,35375,3306,6,34,31518,1767968580,1767968610,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.53.24,192.168.100.76,35521,5432,6,11,4455,1767968640,1767968670,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.0.149,192.168.67.47,33803,80,6,4,5956,1767968700,1767968730,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.56.180,192.168.130.251,45045,3306,6,45,16110,1767968760,1767968790,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.223.76,192.168.8.76,15930,5432,6,5,7135,1767968820,1767968850,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.244.76,192.168.196.2,16986,5432,6,17,17255,1767968880,1767968910,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.213.43,192.168.22.236,35182,22,6,22,26026,1767968940,1767968970,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.227.122,192.168.195.208,3325,3306,6,11,9009,1767969000,1767969030,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.142.42,192.168.2.228,2416,80,6,39,33072,1767969060,1767969090,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.80.45,192.168.99.226,40827,5432,6,50,4800,1767969120,1767969150,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.88.249,192.168.71.110,47093,443,6,22,10384,1767969180,1767969210,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.205.150,192.168.148.190,56463,5432,6,34,14552,1767969240,1767969270,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.107.124,192.168.132.227,16683,80,6,34,42636,1767969300,1767969330,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.113.232,192.168.99.57,30339,22,6,16,22640,1767969360,1767969390,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.203.216,192.168.28.163,49732,3306,6,33,28083,1767969420,1767969450,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.131.134,192.168.52.224,32389,80,6,7,9926,1767969480,1767969510,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.236.54,192.168.176.204,58028,54,6,223,22140,1767969540,1767969570,REJECT,OK,1
2,123456789012,eni-0af123456789abcde,10.0.82.70,192.168.17.66,22908,443,6,36,25632,1767969600,1767969630,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.224.25,192.168.76.77,45427,22,6,34,18598,1767969660,1767969690,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.224.163,192.168.220.254,27115,5432,6,19,20957,1767969720,1767969750,ACCEPT,OK,0
2,123456789012,eni-0af123456789abcde,10.0.233.109,192.168.134.187,23224,5432,6,39,43329,1767969780,1767969810,ACCEPT,OK,0
